  0.309299   0.222953    0.92446
  0.876034   -0.45611  -0.156616
 -0.327816   0.737342   0.590646
  0.187799   0.971333  -0.145754
  0.559502   0.404125   -0.72363
 -0.510974   0.309741  -0.801852
         1          0          0
  0.431488  -0.202708   0.879049
  0.761424   0.625497   0.170259
         0   -0.95694   0.290285
 -0.543774  -0.822141   0.168508
  0.995185          0  0.0980171
 -0.336334  -0.905575   0.258483
 -0.842113   0.479495  -0.246842
  0.382687  -0.450093   0.806825
  0.799278  -0.595287 -0.0823889
  -0.46807   0.855892   -0.21991
  -0.77301  -0.634393          0
  0.331625  -0.800559   -0.49913
  0.806922   0.254829  -0.532859
  0.901324  0.0838577   0.424951
         1          0          0
 -0.332166  -0.776746   0.535099
 -0.363844  -0.852902  -0.374401
  -0.78994   0.252456   0.558804
 -0.466288   0.873011  -0.142926
 -0.595087 -0.0551005    0.80177
-0.0849535   0.738273  -0.669131
  0.241127  0.0844793   -0.96681
   0.42703 -0.0831845  -0.900403
 -0.334108   0.598765   0.727909
 -0.750626   0.484076   0.449701
 -0.881921          0  -0.471397
         0          0          1
 -0.244976  -0.408302  -0.879361
  0.136906   -0.97264   0.187693
  0.550377   0.819578   0.159302
  0.311719    0.74431   0.590621
 -0.412484  -0.615752  -0.671347
  0.296666  -0.788498   0.538758
 -0.488586    0.22998  -0.841661
 -0.966524 -0.0849535  -0.242102
         0   -0.95694  -0.290285
   0.66999  -0.559664    0.48774
 -0.277095  -0.607126   0.744725
 -0.608789     0.6913   0.389205
 -0.243491   0.966445 -0.0818308
   0.68734   0.574082  -0.444965
  0.951186   0.178754  -0.251581
   0.77301          0   0.634393
   0.32094  -0.850649  -0.416406
 -0.966524  0.0849535   0.242102
 -0.171465   0.982713   0.069829
  0.152335  -0.985489 -0.0748696
  0.733044  -0.413304   0.540209
 -0.168793  -0.943712   0.284457
-0.0849535   0.669131   0.738273
 -0.193653   0.969272  -0.151694
  -0.82786  -0.167374  -0.535382
-0.0996684  -0.673501   0.732436
   0.28482   0.169807  -0.943421
  0.146668  0.0832051   -0.98568
-0.0911362  -0.242796   0.965787
  0.773313   0.327742   0.542745
  0.854659   0.512333  0.0840943
 -0.165517   0.623203  -0.764345
  0.747509  -0.401412  -0.529243
 -0.588015  -0.134009   0.797671
         0   0.995185  0.0980171
 -0.486853   0.477508    0.73141
  0.539605   0.631513   0.556792
  0.727152  -0.644218  -0.237136
 0.0980171          0  -0.995185
  0.476906  -0.487018  -0.731693
 -0.335672 -0.0849535   -0.93814
  -0.68927   0.559917   0.459782
 -0.290285          0   -0.95694
 -0.854111  -0.452545   0.256315
  0.516504  -0.750517   0.412248
 -0.450093   0.806825   0.382687
  0.550377   0.819578   0.159302
         0   -0.95694   0.290285
   0.67676   0.296869  -0.673695
  0.529243   0.747509   0.401412
   0.78223  -0.480501   0.396528
  0.256319  -0.729925  -0.633648
      0.19  -0.956868  -0.219779
         0  0.0980171  -0.995185
  0.737342  -0.327816  -0.590646
         0   -0.55557   -0.83147
  0.461632   -0.46851   0.753256
 -0.923459  -0.276747   0.265773
 -0.850957   0.392067   0.349507
  0.707107   0.707107          0
  0.302419   0.412323  -0.859379
 -0.395567   0.873409  -0.284049
 -0.796025    0.13692  -0.589574
 0.0717152  -0.995235 -0.0660666
 -0.728308  -0.257567  -0.635001
  0.741613   0.492728  -0.455225
