0.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
0.000000000000000000e+00 -1.433917403221130371e+00 -5.870921611785888672e-01
0.000000000000000000e+00 -1.433917403221130371e+00 5.870921611785888672e-01
0.000000000000000000e+00 -1.454184889793395996e+00 -4.905260503292083740e-01
0.000000000000000000e+00 -1.454184889793395996e+00 4.905260503292083740e-01
0.000000000000000000e+00 1.382031559944152832e+00 7.774474024772644043e-01
0.000000000000000000e+00 1.382031559944152832e+00 -7.774474024772644043e-01
0.000000000000000000e+00 -8.097738027572631836e-01 1.683523416519165039e+00
0.000000000000000000e+00 -8.097738027572631836e-01 -1.683523416519165039e+00
0.000000000000000000e+00 4.784361422061920166e-01 -1.895538091659545898e+00
0.000000000000000000e+00 4.784361422061920166e-01 1.895538091659545898e+00
0.000000000000000000e+00 1.015841603279113770e+00 1.471547007560729980e+00
0.000000000000000000e+00 1.015841603279113770e+00 -1.471547007560729980e+00
0.000000000000000000e+00 -8.826851248741149902e-01 1.617057323455810547e+00
0.000000000000000000e+00 -8.826851248741149902e-01 -1.617057323455810547e+00
0.000000000000000000e+00 9.855008125305175781e-02 1.995678782463073730e+00
0.000000000000000000e+00 9.855008125305175781e-02 -1.995678782463073730e+00
0.000000000000000000e+00 1.492692828178405762e+00 1.971720457077026367e-01
0.000000000000000000e+00 1.492692828178405762e+00 -1.971720457077026367e-01
0.000000000000000000e+00 -9.513852000236511230e-01 -1.546244859695434570e+00
0.000000000000000000e+00 -9.513852000236511230e-01 1.546244859695434570e+00
0.000000000000000000e+00 -1.350325345993041992e+00 -8.708835840225219727e-01
0.000000000000000000e+00 -1.350325345993041992e+00 8.708835840225219727e-01
0.000000000000000000e+00 1.275131344795227051e+00 -1.053282618522644043e+00
0.000000000000000000e+00 1.275131344795227051e+00 1.053282618522644043e+00
0.000000000000000000e+00 1.963499784469604492e-01 -1.982791185379028320e+00
0.000000000000000000e+00 1.963499784469604492e-01 1.982791185379028320e+00
0.000000000000000000e+00 -2.926842272281646729e-01 1.961557626724243164e+00
0.000000000000000000e+00 -2.926842272281646729e-01 -1.961557626724243164e+00
0.000000000000000000e+00 1.231532096862792969e+00 -1.141794919967651367e+00
0.000000000000000000e+00 1.231532096862792969e+00 1.141794919967651367e+00
0.000000000000000000e+00 1.470718026161193848e+00 -3.932507336139678955e-01
0.000000000000000000e+00 1.470718026161193848e+00 3.932507336139678955e-01
0.000000000000000000e+00 1.132045388221740723e+00 1.312147140502929688e+00
0.000000000000000000e+00 1.132045388221740723e+00 -1.312147140502929688e+00
0.000000000000000000e+00 1.498174071311950684e+00 -9.865377098321914673e-02
0.000000000000000000e+00 1.498174071311950684e+00 9.865377098321914673e-02
0.000000000000000000e+00 1.483546376228332520e+00 -2.954177558422088623e-01
0.000000000000000000e+00 1.483546376228332520e+00 2.954177558422088623e-01
0.000000000000000000e+00 5.668181180953979492e-01 1.851710200309753418e+00
0.000000000000000000e+00 5.668181180953979492e-01 -1.851710200309753418e+00
0.000000000000000000e+00 -1.314710140228271484e+00 -9.629004001617431641e-01
0.000000000000000000e+00 -1.314710140228271484e+00 9.629004001617431641e-01
0.000000000000000000e+00 -6.516752243041992188e-01 -1.801391720771789551e+00
0.000000000000000000e+00 -6.516752243041992188e-01 1.801391720771789551e+00
0.000000000000000000e+00 1.183855056762695312e+00 1.228178262710571289e+00
0.000000000000000000e+00 1.183855056762695312e+00 -1.228178262710571289e+00
0.000000000000000000e+00 1.409880042076110840e+00 -6.827893257141113281e-01
0.000000000000000000e+00 1.409880042076110840e+00 6.827893257141113281e-01
0.000000000000000000e+00 -1.076053977012634277e+00 1.393386244773864746e+00
0.000000000000000000e+00 -1.076053977012634277e+00 -1.393386244773864746e+00
0.000000000000000000e+00 7.327268719673156738e-01 1.745145082473754883e+00
0.000000000000000000e+00 7.327268719673156738e-01 -1.745145082473754883e+00
0.000000000000000000e+00 3.869015872478485107e-01 1.932324886322021484e+00
0.000000000000000000e+00 3.869015872478485107e-01 -1.932324886322021484e+00
0.000000000000000000e+00 -1.500000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.500000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 -3.869015872478485107e-01 1.932324886322021484e+00
0.000000000000000000e+00 -3.869015872478485107e-01 -1.932324886322021484e+00
0.000000000000000000e+00 -7.327268719673156738e-01 1.745145082473754883e+00
0.000000000000000000e+00 -7.327268719673156738e-01 -1.745145082473754883e+00
0.000000000000000000e+00 1.076053977012634277e+00 1.393386244773864746e+00
0.000000000000000000e+00 1.076053977012634277e+00 -1.393386244773864746e+00
