  -2.6831   19.8917   13.3551
 0.355822  -14.0677   -5.6409
  11.1534  -10.7734   19.2507
  9.55724  -4.70355 -0.128033
  21.3041   8.82396    10.349
  1.37794  -22.9101  -16.3528
  11.5758  -4.58017  -29.6437
  17.0928  -5.82857  -34.4485
 -11.4367  -4.17294   6.70451
  17.1791  -3.84659  -22.8937
 -15.1558  -11.0931  -23.8208
  13.3538  -1.79881   7.64523
  6.45961  -12.7248  -3.82414
  8.48876   -5.8527  -28.8812
  -13.899  -4.60554   15.7533
-0.152256  -11.7977  -11.0576
  9.99081  -1.03596   3.85128
 -26.8606   21.8114   19.9628
  17.7181   3.11456   8.18113
  9.10137  -14.4766   9.22901
  -2.7596  -14.6809  -1.32123
  14.9993  -2.41497  -26.4461
  1.06638   14.1765   10.7867
 0.871513  -17.9253   10.6878
  26.5326   19.1419   23.4868
  24.5574   16.2654   22.1563
  20.3878   8.91936   14.7346
 -17.2771   -1.0823  -20.5731
 -9.37695  -5.18165  -19.1093
  16.5874  -7.96066  -29.1257
 -12.0088 -0.775809   18.8245
  12.8092  -3.40501  -5.43697
 0.470711   19.7493    15.972
 -15.0812  -8.82308  -38.2828
 0.467258   19.0076   16.2911
 -8.29518  -7.56185    1.0434
 -4.16237   7.08881   26.0506
-0.481073   3.45631   28.2196
 -3.01701  -17.0182   7.65705
 -22.8983   12.3416   20.3702
  11.8621  0.845166  -18.5599
  -7.2543  -11.0589 -0.342339
 -9.19757  -9.41943  -29.7276
  14.7803  -5.42292  -6.78143
 -1.84541   8.57692   12.6917
 -13.8216   1.11075   16.9077
  9.39938  -13.3186  -34.6123
 -12.5748  -2.48491   17.1379
  13.0236  -2.14848  -6.27713
 -9.54048   2.13767   19.4836
 -27.9627   10.8164   12.7067
  10.1657  -4.90626  -37.0142
-0.403082   17.3435   11.8707
 -3.04139   14.1612   13.0009
 0.056282  -22.5562  -13.9109
  11.9205  -5.29976   5.84941
 -7.51583  -15.2565   17.1884
  8.80586  -4.33379  -22.5735
  -11.512  -8.03297  -19.6208
  9.39812  -9.33249   23.6355
  17.0484   -3.8517   9.05185
   28.512   11.3595   18.3205
-0.415913  -20.1868  -14.9593
  6.14108   3.87335   2.53338
 -16.1721  -9.03344  -21.0459
  7.23721 -0.136735    23.962
 -3.45696  -13.2353  -5.58155
  12.5387  -1.05046  -24.6926
 -8.63981  -3.19936  -24.0145
 -2.14663   17.0085   16.2467
 -3.00957   16.6855   16.1109
   6.4927  -2.15644  -14.1129
  13.7438   2.15577   8.34945
  7.35003  -7.12699  -25.8368
 -8.94591   13.6365   31.2582
 0.739817   22.0986   14.1211
-0.707098   14.8626   19.6781
 -2.75939  0.831814  -4.55254
 0.241182   22.4025   14.2736
  15.9951   4.56061   12.8266
  4.85228   12.3997   17.3413
 -3.07588  -6.45173   -13.073
-0.716536  -17.1899  -14.0324
 -5.84401   10.0399   23.9088
  3.99173    6.5921   5.55941
 0.517746   5.68075   9.15468
 -6.57704   9.71039   19.3903
  17.6197  -3.62859  -15.2151
 -3.76746    11.916   23.6824
  5.19013   6.42285   5.55338
 -6.69578   13.8389   27.7837
 -6.75022    8.0066    17.464
 -7.63964  -9.48131   24.0753
  23.1988   12.9197    16.423
  22.5184   12.9485   14.1865
  8.96206   -11.639   -30.907
 -10.6227  -12.0746   10.5792
  14.0643  -11.6287  -34.9323
 -3.27681   6.41441   5.31663
 0.692301   15.8911   11.5681
